,Unnamed: 0,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
1170,1170,F30586,5894,C,3.0,23:52.0,16/12/2019,16/12/2019 00:00,15/01/2020,16/12/2019,3483.78,0.0,0.0
1171,1171,F30587,484,E,3.0,04:09.0,16/12/2019,11/12/2019 00:00,31/12/2019,,2830.0,0.0,0.0
1172,1172,F30588,150,E,3.0,23:34.0,16/12/2019,11/12/2019 00:00,16/12/2019,,6649.5,0.0,0.0
1173,1173,F30589,6869,E,2.0,31:09.0,16/12/2019,04/12/2019 00:00,16/12/2019,,3833.71,0.0,0.0
1174,1174,F30590,6426,E,2.0,53:02.0,16/12/2019,16/12/2019 00:00,16/12/2019,,615.0,0.0,0.0
1175,1175,F30591,5894,E,3.0,24:48.0,16/12/2019,16/12/2019 00:00,15/01/2020,,3483.777,0.0,0.0
1176,1176,F30592,169,E,2.0,31:58.0,16/12/2019,16/12/2019 00:00,16/12/2019,,1062.97,0.0,0.0
1177,1177,F30593,2385,E,4.0,01:38.0,16/12/2019,16/12/2019 00:00,16/12/2019,,37327.0,0.0,0.0
1178,1178,F30594,6948,E,3.0,47:48.0,17/12/2019,17/12/2019 00:00,17/12/2019,,541.8,0.0,0.0
1179,1179,F30595,2385,E,4.0,21:21.0,17/12/2019,07/10/2019 00:00,17/12/2019,,1920.0,0.0,0.0
1180,1180,F30596,9,E,3.0,39:35.0,17/12/2019,11/12/2019 00:00,16/01/2020,,6987.5,0.0,0.0
1181,1181,F30597,5633,E,2.0,02:48.0,17/12/2019,17/12/2019 00:00,17/12/2019,,1478.52,0.0,0.0
1182,1182,F30598,4834,E,2.0,15:36.0,17/12/2019,13/11/2019 00:00,17/12/2019,,2136.0,0.0,0.0
1183,1183,F30599,6972,E,3.0,45:11.0,17/12/2019,17/12/2019 00:00,17/12/2019,,601.0,0.0,0.0
1184,1184,F30600,6973,E,3.0,54:05.0,17/12/2019,17/12/2019 00:00,17/12/2019,,8607.5,0.0,0.0
1185,1185,F30601,3014,E,2.0,05:41.0,17/12/2019,09/12/2019 00:00,17/12/2019,,371.94,0.0,0.0
1186,1186,F30602,5855,E,1.0,11:34.0,17/12/2019,09/12/2019 00:00,17/12/2019,,779.8,0.0,0.0
1187,1187,F30603,5991,E,2.0,39:40.0,17/12/2019,04/12/2019 00:00,17/12/2019,,3088.675,0.0,0.0
1188,1188,F30604,87,E,3.0,52:46.0,17/12/2019,17/12/2019 00:00,01/01/2020,,683.5,0.0,0.0
1189,1189,F30605,6947,E,2.0,06:32.0,17/12/2019,29/11/2019 00:00,17/12/2019,,1633.7,0.0,0.0
1190,1190,F30606,6823,E,2.0,39:04.0,17/12/2019,04/12/2019 00:00,17/12/2019,,3498.28,0.0,0.0
1191,1191,F30607,6823,E,2.0,44:48.0,17/12/2019,17/12/2019 00:00,17/12/2019,,1034.4827,0.0,0.0
1192,1192,F30608,6975,E,3.0,56:11.0,17/12/2019,17/12/2019 00:00,17/12/2019,,4412.13,0.0,0.0
1193,1193,F30609,6974,E,3.0,59:52.0,17/12/2019,17/12/2019 00:00,17/12/2019,,1320.0,0.0,0.0
1194,1194,F30610,3033,E,2.0,04:14.0,17/12/2019,06/12/2019 00:00,17/12/2019,,1152.1,0.0,0.0
1195,1195,F30611,5926,E,2.0,26:12.0,17/12/2019,16/12/2019 00:00,17/12/2019,,1027.6,0.0,0.0
1196,1196,F30612,6454,E,2.0,14:23.0,17/12/2019,02/12/2019 00:00,17/12/2019,,963.97,0.0,0.0
1197,1197,F30613,806,C,2.0,16:09.0,17/12/2019,02/12/2019 00:00,01/01/2020,18/12/2019,3029.28,0.0,0.0
1198,1198,F30614,9,E,3.0,23:41.0,17/12/2019,16/12/2019 00:00,16/01/2020,,9108.0,0.0,0.0
1199,1199,F30615,6204,E,2.0,54:54.0,17/12/2019,27/11/2019 00:00,17/12/2019,,3465.0,0.0,0.0
1200,1200,F30616,1339,E,1.0,57:45.0,18/12/2019,12/12/2019 00:00,17/01/2020,,62060.0,0.0,0.0
1201,1201,F30617,1339,E,1.0,59:28.0,18/12/2019,11/12/2019 00:00,17/01/2020,,22800.0,0.0,0.0
1202,1202,F30618,871,C,1.0,01:56.0,18/12/2019,13/12/2019 00:00,02/01/2020,18/12/2019,2835.0,0.0,0.0
1203,1203,F30619,5926,E,2.0,12:45.0,18/12/2019,18/12/2019 00:00,18/12/2019,,2835.0,0.0,0.0
1204,1204,F30620,6457,E,2.0,39:07.0,18/12/2019,02/12/2019 00:00,18/12/2019,,4545.0,0.0,0.0
1205,1205,F30621,2269,E,3.0,53:06.0,18/12/2019,11/12/2019 00:00,16/02/2020,,9600.0,0.0,0.0
1206,1206,F30622,537,E,2.0,12:05.0,18/12/2019,02/12/2019 00:00,17/01/2020,,10731.6,0.0,0.0
1207,1207,F30623,5088,E,2.0,08:26.0,18/12/2019,09/12/2019 00:00,18/12/2019,,8876.36,0.0,0.0
1208,1208,F30624,5088,E,6.0,17:31.0,18/12/2019,18/12/2019 00:00,18/12/2019,,361.32,0.0,0.0
1209,1209,F30625,2941,E,3.0,25:09.0,18/12/2019,18/12/2019 00:00,18/12/2019,,347.2875,0.0,0.0
1210,1210,F30626,2390,E,1.0,29:59.0,18/12/2019,18/12/2019 00:00,17/01/2020,,1600.0,0.0,0.0
1211,1211,F30627,6865,E,2.0,08:02.0,18/12/2019,18/12/2019 00:00,18/12/2019,,278.51,0.0,0.0
1212,1212,F30628,1020,E,6.0,47:01.0,18/12/2019,18/12/2019 00:00,17/01/2020,,347.2875,0.0,0.0
1213,1213,F30629,806,E,2.0,03:55.0,18/12/2019,02/12/2019 00:00,02/01/2020,,3029.28,0.0,0.0
1214,1214,F30630,3521,E,6.0,56:24.0,18/12/2019,18/12/2019 00:00,18/12/2019,,411.8,0.0,0.0
1215,1215,F30631,6381,E,2.0,06:23.0,18/12/2019,18/12/2019 00:00,18/12/2019,,640.8,0.0,0.0
1216,1216,F30632,6976,E,6.0,05:51.0,18/12/2019,18/12/2019 00:00,18/12/2019,,3256.0275,0.0,0.0
1217,1217,F30633,484,E,3.0,54:11.0,19/12/2019,19/12/2019 00:00,03/01/2020,,2096.3,0.0,0.0
1218,1218,F30634,6901,E,2.0,36:49.0,19/12/2019,11/12/2019 00:00,19/12/2019,,474.75,0.0,0.0
1219,1219,F30635,1784,E,2.0,43:45.0,19/12/2019,19/12/2019 00:00,03/01/2020,,1449.42,0.0,0.0
1220,1220,F30636,5309,E,2.0,09:39.0,19/12/2019,19/12/2019 00:00,19/12/2019,,1794.0,0.0,0.0
1221,1221,F30637,6022,E,3.0,13:40.0,19/12/2019,05/12/2019 00:00,19/12/2019,,5197.5,0.0,0.0
1222,1222,F30638,6158,E,2.0,16:24.0,19/12/2019,19/12/2019 00:00,19/12/2019,,824.0,0.0,0.0
1223,1223,F30639,5926,E,2.0,29:32.0,19/12/2019,19/12/2019 00:00,19/12/2019,,1135.58,0.0,0.0
1224,1224,F30640,4535,E,6.0,49:23.0,19/12/2019,19/12/2019 00:00,19/12/2019,,270.0,0.0,0.0
1225,1225,F30641,3856,E,3.0,50:12.0,19/12/2019,11/12/2019 00:00,19/12/2019,,3872.0,0.0,0.0
1226,1226,F30642,6342,C,2.0,59:50.0,19/12/2019,19/12/2019 00:00,19/12/2019,20/12/2019,228.0,0.0,0.0
1227,1227,F30643,6961,E,6.0,04:38.0,19/12/2019,19/12/2019 00:00,19/12/2019,,771.63,0.0,0.0
1228,1228,F30644,5561,E,1.0,31:14.0,19/12/2019,09/12/2019 00:00,19/12/2019,,28963.3,0.0,0.0
1229,1229,F30645,6196,E,,43:22.0,19/12/2019,19/12/2019 00:00,19/12/2019,,1181.7,0.0,0.0
1230,1230,F30646,5926,E,2.0,36:47.0,19/12/2019,19/12/2019 00:00,19/12/2019,,8240.1,0.0,0.0
1231,1231,F30647,5926,E,2.0,58:30.0,19/12/2019,19/12/2019 00:00,19/12/2019,,1651.45,0.0,0.0
1232,1232,F30648,6722,E,,18:11.0,19/12/2019,19/12/2019 00:00,19/12/2019,,43000.0,0.0,0.0
1233,1233,F30649,4548,E,2.0,54:09.0,20/12/2019,20/12/2019 00:00,20/12/2019,,2085.65,0.0,0.0
1234,1234,F30650,6405,E,2.0,36:25.0,20/12/2019,20/12/2019 00:00,20/12/2019,,3657.76,0.0,0.0
1235,1235,F30651,6342,E,2.0,38:33.0,20/12/2019,20/12/2019 00:00,20/12/2019,,228.0,0.0,0.0
1236,1236,F30652,5598,E,2.0,56:03.0,20/12/2019,09/12/2019 00:00,20/12/2019,,3362.0,0.0,0.0
1237,1237,F30653,5926,E,2.0,01:52.0,20/12/2019,19/12/2019 00:00,20/12/2019,,2227.6,222.76,0.0
1238,1238,F30654,6975,E,6.0,36:21.0,20/12/2019,20/12/2019 00:00,20/12/2019,,640.5,0.0,0.0
1239,1239,F30655,3959,E,3.0,43:35.0,20/12/2019,20/12/2019 00:00,20/12/2019,,864.0,0.0,0.0
1240,1240,F30656,5926,E,3.0,00:02.0,20/12/2019,20/12/2019 00:00,20/12/2019,,218.55,0.0,0.0
1241,1241,F30657,5926,E,3.0,12:35.0,20/12/2019,20/12/2019 00:00,20/12/2019,,690.5,0.0,0.0
1242,1242,F30658,6964,E,2.0,33:02.0,20/12/2019,11/12/2019 00:00,20/12/2019,,591.21,0.0,0.0
1243,1243,F30659,5973,E,2.0,41:08.0,20/12/2019,04/12/2019 00:00,20/12/2019,,1124.12,0.0,0.0
1244,1244,F30660,6977,E,6.0,40:12.0,20/12/2019,20/12/2019 00:00,20/12/2019,,1282.32,0.0,0.0
1245,1245,F30661,5926,C,2.0,21:59.0,20/12/2019,20/12/2019 00:00,20/12/2019,02/01/2020,1034.48,0.0,0.0
1246,1246,F30662,5926,E,2.0,24:03.0,20/12/2019,20/12/2019 00:00,20/12/2019,,1034.4827,0.0,0.0
1247,1247,F30663,5926,E,2.0,26:36.0,20/12/2019,20/12/2019 00:00,20/12/2019,,6000.0,0.0,0.0
1249,1249,F30665,5926,E,2.0,02:48.0,20/12/2019,20/12/2019 00:00,20/12/2019,,9350.0,0.0,0.0
1250,1250,F30666,6950,E,2.0,05:40.0,20/12/2019,27/11/2019 00:00,20/12/2019,,9353.47,0.0,0.0
1251,1251,F30667,6454,E,2.0,22:45.0,20/12/2019,20/12/2019 00:00,20/12/2019,,1293.1034,0.0,0.0
1252,1252,F30668,925,E,1.0,31:27.0,20/12/2019,11/12/2019 00:00,18/02/2020,,1800.0,0.0,0.0
1253,1253,F30669,925,E,1.0,35:43.0,20/12/2019,11/12/2019 00:00,18/02/2020,,2261.0,0.0,0.0
1254,1254,F30670,4889,E,3.0,54:39.0,20/12/2019,20/12/2019 00:00,20/12/2019,,2432.16,0.0,0.0
1255,1255,F30671,6725,E,3.0,29:53.0,23/12/2019,23/12/2019 00:00,23/12/2019,,140.0,0.0,0.0
1256,1256,F30672,5926,E,3.0,06:48.0,23/12/2019,23/12/2019 00:00,23/12/2019,,4729.73,0.0,0.0
1257,1257,F30673,6974,E,3.0,16:42.0,23/12/2019,23/12/2019 00:00,23/12/2019,,1452.9375,0.0,0.0
1258,1258,F30674,6974,E,3.0,20:47.0,23/12/2019,23/12/2019 00:00,23/12/2019,,1452.9375,0.0,0.0
1259,1259,F30675,6965,E,3.0,47:22.0,23/12/2019,20/12/2019 00:00,23/12/2019,,5749.9,0.0,0.0
1260,1260,F30676,5926,E,3.0,26:05.0,23/12/2019,23/12/2019 00:00,23/12/2019,,689.6277,0.0,0.0
1261,1261,F30677,5926,E,3.0,45:30.0,23/12/2019,23/12/2019 00:00,23/12/2019,,2060.0,0.0,0.0
1262,1262,F30678,6725,E,3.0,35:55.0,23/12/2019,23/12/2019 00:00,23/12/2019,,175.0,0.0,0.0
1263,1263,F30679,6786,E,3.0,38:31.0,23/12/2019,23/12/2019 00:00,23/12/2019,,3017.0,0.0,0.0
1264,1264,F30680,5926,E,3.0,54:23.0,23/12/2019,23/12/2019 00:00,23/12/2019,,270.0,0.0,0.0
1265,1265,F30681,6441,E,3.0,17:28.0,24/12/2019,11/12/2019 00:00,24/12/2019,,3488.4,0.0,0.0
1266,1266,F30682,5926,E,5.0,10:17.0,24/12/2019,24/12/2019 00:00,24/12/2019,,148.0,0.0,0.0
1267,1267,F30683,6978,E,3.0,58:46.0,24/12/2019,24/12/2019 00:00,24/12/2019,,14600.0,0.0,0.0
1268,1268,F30684,6946,E,2.0,52:05.0,03/01/2020,03/01/2020 00:00,03/01/2020,,300.0,0.0,0.0
1269,1269,F30685,6921,E,2.0,13:19.0,03/01/2020,03/01/2020 00:00,03/01/2020,,184.0,0.0,0.0
1270,1270,F30686,5926,E,2.0,17:15.0,03/01/2020,02/01/2020 00:00,03/01/2020,,841.4,0.0,0.0
1271,1271,F30687,6491,E,3.0,19:04.0,03/01/2020,02/01/2020 00:00,03/01/2020,,857.5,0.0,0.0
1272,1272,F30688,5956,E,2.0,22:25.0,03/01/2020,02/01/2020 00:00,03/01/2020,,447.3,0.0,0.0
1273,1273,F30689,6952,E,3.0,24:41.0,03/01/2020,11/12/2019 00:00,03/01/2020,,1457.81,0.0,0.0
1274,1274,F30690,2837,E,3.0,26:35.0,03/01/2020,02/01/2020 00:00,03/01/2020,,375.0,0.0,0.0
1275,1275,F30691,6232,E,3.0,28:12.0,03/01/2020,02/01/2020 00:00,03/01/2020,,428.75,0.0,0.0
1276,1276,F30692,3912,E,1.0,33:36.0,03/01/2020,03/01/2020 00:00,02/02/2020,,1872.822,0.0,0.0
1277,1277,F30693,5819,E,6.0,40:09.0,03/01/2020,03/01/2020 00:00,03/01/2020,,857.5,0.0,0.0
1278,1278,F30694,7001,E,3.0,01:54.0,03/01/2020,03/01/2020 00:00,03/01/2020,,114.8,0.0,0.0
1279,1279,F30695,5072,E,2.0,06:51.0,03/01/2020,03/01/2020 00:00,03/01/2020,,777.95,0.0,0.0
1280,1280,F30696,4737,E,3.0,28:42.0,03/01/2020,03/01/2020 00:00,03/01/2020,,3465.0,0.0,0.0
1281,1281,F30697,3803,E,6.0,39:17.0,03/01/2020,03/01/2020 00:00,18/01/2020,,896.04,0.0,0.0
1282,1282,F30698,3630,E,2.0,20:30.0,03/01/2020,03/01/2020 00:00,18/01/2020,,1519.8275,0.0,0.0
1283,1283,F30699,5926,E,2.0,39:42.0,06/01/2020,06/01/2020 00:00,06/01/2020,,5352.0,0.0,0.0
1284,1284,F30700,1289,E,5.0,57:52.0,06/01/2020,13/01/2020 00:00,05/02/2020,,5973.0,0.0,0.0
1285,1285,F30701,2768,E,3.0,50:16.0,06/01/2020,11/12/2019 00:00,05/02/2020,,2970.0,0.0,0.0
1286,1286,F30702,2029,E,3.0,54:24.0,06/01/2020,13/12/2019 00:00,21/01/2020,,20047.49,0.0,0.0
1287,1287,F30703,2768,E,3.0,38:29.0,06/01/2020,19/12/2019 00:00,05/02/2020,,4845.75,0.0,0.0
1288,1288,F30704,7003,E,2.0,05:25.0,06/01/2020,06/01/2020 00:00,06/01/2020,,327.62,0.0,0.0
1289,1289,F30705,7004,E,2.0,15:20.0,06/01/2020,06/01/2020 00:00,06/01/2020,,640.681,0.0,0.0
1290,1290,F30706,6739,E,2.0,55:09.0,06/01/2020,06/01/2020 00:00,06/01/2020,,84.0,0.0,0.0
1291,1291,F30707,5926,E,2.0,10:33.0,06/01/2020,06/01/2020 00:00,06/01/2020,,1366.0,0.0,0.0
1292,1292,F30708,4631,E,2.0,07:17.0,06/01/2020,06/01/2020 00:00,05/02/2020,,4350.0,652.5,0.0
1293,1293,F30709,4649,E,2.0,53:53.0,06/01/2020,06/01/2020 00:00,06/01/2020,,693.0,0.0,0.0
1294,1294,F30710,6926,E,6.0,45:12.0,06/01/2020,02/01/2020 00:00,06/01/2020,,1530.0,0.0,0.0
1295,1295,F30711,5728,E,1.0,09:01.0,07/01/2020,10/01/2020 00:00,15/01/2020,,10814.9,0.0,0.0
1296,1296,F30712,5926,E,2.0,40:31.0,07/01/2020,03/01/2020 00:00,07/01/2020,,1275.875,0.0,0.0
1297,1297,F30713,6205,E,2.0,02:48.0,07/01/2020,06/12/2019 00:00,07/01/2020,,9541.7,477.09,0.0
1298,1298,F30714,6205,E,2.0,11:25.0,07/01/2020,07/01/2020 00:00,07/01/2020,,340.63,0.0,0.0
1299,1299,F30715,1965,E,2.0,28:05.0,07/01/2020,07/01/2020 00:00,22/01/2020,,9135.0,1370.25,0.0
1300,1300,F30716,361,E,2.0,55:09.0,07/01/2020,07/01/2020 00:00,07/01/2020,,227.5,0.0,0.0
1301,1301,F30717,3612,C,5.0,26:26.0,07/01/2020,07/01/2020 00:00,07/03/2020,07/01/2020,1236.0,0.0,0.0
1302,1302,F30718,3612,E,5.0,31:04.0,07/01/2020,07/01/2020 00:00,07/03/2020,,1236.0,0.0,0.0
1303,1303,F30719,5855,E,2.0,50:12.0,07/01/2020,07/01/2020 00:00,07/01/2020,,682.5,0.0,0.0
1304,1304,F30720,3916,E,1.0,05:05.0,07/01/2020,07/01/2020 00:00,22/01/2020,,2191.0,0.0,0.0
1305,1305,F30721,5926,E,2.0,54:17.0,07/01/2020,07/01/2020 00:00,07/01/2020,,848.14,0.0,0.0
1306,1306,F30722,3630,E,2.0,50:48.0,07/01/2020,07/01/2020 00:00,22/01/2020,,1669.6,0.0,0.0
1307,1307,F30723,3630,E,2.0,52:53.0,07/01/2020,07/01/2020 00:00,22/01/2020,,1252.2,0.0,0.0
1308,1308,F30724,3630,E,2.0,54:15.0,07/01/2020,07/01/2020 00:00,22/01/2020,,627.5,0.0,0.0
1309,1309,F30725,5855,E,2.0,56:55.0,07/01/2020,07/01/2020 00:00,07/01/2020,,115.0,0.0,0.0
1310,1310,F30726,941,E,3.0,58:55.0,08/01/2020,02/01/2020 00:00,07/02/2020,,4850.0,0.0,0.0
1311,1311,F30727,1289,E,5.0,05:57.0,08/01/2020,13/01/2020 00:00,07/02/2020,,4191.0,0.0,0.0
1312,1312,F30728,644,E,1.0,41:18.0,08/01/2020,16/12/2019 00:00,08/03/2020,,11794.2,0.0,0.0
1313,1313,F30729,5872,E,,50:46.0,08/01/2020,08/01/2020 00:00,08/01/2020,,775.862,0.0,0.0
1314,1314,F30730,6322,E,2.0,57:05.0,08/01/2020,02/01/2020 00:00,08/01/2020,,7635.87,0.0,0.0
1315,1315,F30731,2385,C,5.0,52:11.0,08/01/2020,18/12/2019 00:00,07/02/2020,08/01/2020,2750.0,0.0,0.0
1316,1316,F30732,5691,E,2.0,56:30.0,08/01/2020,08/01/2020 00:00,08/01/2020,,936.0,0.0,0.0
1317,1317,F30733,5855,E,2.0,03:11.0,08/01/2020,08/01/2020 00:00,08/01/2020,,1114.0,0.0,0.0
1318,1318,F30734,2385,E,5.0,09:32.0,08/01/2020,18/12/2019 00:00,07/02/2020,,4780.0,0.0,0.0
1319,1319,F30735,6202,E,2.0,15:12.0,08/01/2020,08/01/2020 00:00,08/01/2020,,1193.28,0.0,0.0
1320,1320,F30736,3032,E,2.0,18:32.0,08/01/2020,08/01/2020 00:00,08/01/2020,,548.28,0.0,0.0
1321,1321,F30737,4635,E,2.0,54:29.0,08/01/2020,09/12/2019 00:00,07/02/2020,,7743.3,0.0,0.0
1322,1322,F30738,6787,E,2.0,22:12.0,08/01/2020,08/01/2020 00:00,08/01/2020,,255.0,0.0,0.0
1323,1323,F30739,6547,E,2.0,57:08.0,08/01/2020,08/01/2020 00:00,08/01/2020,,200.0,0.0,0.0
1324,1324,F30740,5148,E,2.0,07:19.0,08/01/2020,08/01/2020 00:00,23/01/2020,,252.1551,0.0,0.0
1325,1325,F30741,4486,E,2.0,40:51.0,08/01/2020,08/01/2020 00:00,08/01/2020,,1900.5,0.0,0.0
1326,1326,F30742,6978,E,2.0,32:09.0,08/01/2020,08/01/2020 00:00,08/01/2020,,14600.0,0.0,0.0
1327,1327,F30743,3133,E,2.0,15:45.0,09/01/2020,09/01/2020 00:00,09/01/2020,,142.26,0.0,0.0
1328,1328,F30744,203,E,2.0,26:52.0,09/01/2020,09/01/2020 00:00,09/01/2020,,900.0,0.0,0.0
1329,1329,F30745,7006,E,3.0,05:55.0,09/01/2020,09/01/2020 00:00,09/01/2020,,7200.0,0.0,0.0
1330,1330,F30746,5173,E,2.0,07:54.0,09/01/2020,09/01/2020 00:00,09/01/2020,,233.49,0.0,0.0
1331,1331,F30747,5926,E,2.0,09:56.0,09/01/2020,08/01/2020 00:00,09/01/2020,,252.16,0.0,0.0
1332,1332,F30748,5956,E,3.0,42:28.0,09/01/2020,09/01/2020 00:00,09/01/2020,,959.5,0.0,0.0
1333,1333,F30749,7007,E,2.0,49:36.0,09/01/2020,09/01/2020 00:00,09/01/2020,,154.0,0.0,0.0
1334,1334,F30750,6962,E,2.0,58:25.0,09/01/2020,09/01/2020 00:00,09/01/2020,,2112.1,0.0,0.0
1335,1335,F30751,3931,E,2.0,01:41.0,09/01/2020,09/01/2020 00:00,09/01/2020,,595.98,0.0,0.0
1336,1336,F30752,7008,E,2.0,10:19.0,09/01/2020,09/01/2020 00:00,09/01/2020,,1854.0,0.0,0.0
1337,1337,F30753,7009,E,2.0,36:07.0,09/01/2020,09/01/2020 00:00,09/01/2020,,344.85,0.0,0.0
1338,1338,F30754,3513,E,3.0,13:43.0,09/01/2020,09/01/2020 00:00,24/01/2020,,93.45,0.0,0.0
1339,1339,F30755,7010,E,2.0,45:02.0,09/01/2020,09/01/2020 00:00,09/01/2020,,252.16,0.0,0.0
1340,1340,F30756,2163,E,,05:08.0,09/01/2020,09/01/2020 00:00,09/01/2020,,1144.84,0.0,0.0
1341,1341,F30757,5886,E,3.0,07:58.0,09/01/2020,10/01/2020 00:00,08/02/2020,,16144.56,0.0,0.0
1342,1342,F30758,5926,E,2.0,21:42.0,10/01/2020,10/01/2020 00:00,10/01/2020,,1203.0,0.0,0.0
1343,1343,F30759,2465,C,1.0,21:12.0,10/01/2020,10/01/2020 00:00,25/01/2020,22/01/2020,4230.0,0.0,0.0
1344,1344,F30760,5108,E,2.0,27:55.0,10/01/2020,10/01/2020 00:00,10/01/2020,,90.0,0.0,0.0
1345,1345,F30761,6301,E,2.0,13:04.0,10/01/2020,10/01/2020 00:00,10/01/2020,,838.2,0.0,0.0
1346,1346,F30762,2746,E,2.0,11:01.0,10/01/2020,09/12/2019 00:00,10/01/2020,,3570.22,0.0,0.0
1347,1347,F30763,4563,E,2.0,28:11.0,10/01/2020,10/01/2020 00:00,10/01/2020,,1274.0,0.0,0.0
1348,1348,F30764,7004,E,2.0,51:08.0,10/01/2020,06/01/2020 00:00,10/01/2020,,1281.4,0.0,0.0
1349,1349,F30765,5926,E,2.0,12:12.0,10/01/2020,10/01/2020 00:00,10/01/2020,,258.62,0.0,0.0
1350,1350,F30766,6825,E,2.0,20:21.0,10/01/2020,07/01/2020 00:00,10/01/2020,,2572.39,0.0,0.0
1351,1351,F30767,6777,E,2.0,53:49.0,10/01/2020,10/01/2020 00:00,10/01/2020,,1120.0,0.0,0.0
1352,1352,F30768,6576,E,3.0,58:15.0,13/01/2020,07/01/2020 00:00,13/01/2020,,3562.8,0.0,0.0
1353,1353,F30769,6949,E,3.0,58:54.0,13/01/2020,27/11/2019 00:00,12/02/2020,,5429.2,0.0,0.0
1354,1354,F30770,5037,E,2.0,19:26.0,13/01/2020,13/01/2020 00:00,13/01/2020,,950.425,0.0,0.0
1355,1355,F30771,5926,E,2.0,21:38.0,13/01/2020,13/01/2020 00:00,13/01/2020,,546.0,0.0,0.0
1356,1356,F30772,6787,E,2.0,47:19.0,13/01/2020,13/01/2020 00:00,13/01/2020,,68.2054,0.0,0.0
1357,1357,F30773,1339,E,1.0,47:30.0,13/01/2020,12/12/2019 00:00,12/02/2020,,7132.2,0.0,0.0
1358,1358,F30774,6433,E,2.0,53:08.0,13/01/2020,13/01/2020 00:00,13/01/2020,,224.2,0.0,0.0
1359,1359,F30775,1089,E,2.0,53:45.0,13/01/2020,13/01/2020 00:00,13/01/2020,,347.2875,0.0,0.0
1360,1360,F30776,7010,E,2.0,07:20.0,13/01/2020,13/01/2020 00:00,13/01/2020,,724.5,0.0,0.0
1361,1361,F30777,5926,E,2.0,13:19.0,13/01/2020,13/01/2020 00:00,13/01/2020,,281.1375,0.0,0.0
1362,1362,F30778,7013,E,2.0,56:39.0,13/01/2020,13/01/2020 00:00,13/01/2020,,814.6551,0.0,0.0
1363,1363,F30779,6330,E,2.0,20:21.0,13/01/2020,13/01/2020 00:00,13/01/2020,,1014.0,0.0,0.0
1364,1364,F30780,5926,E,2.0,38:15.0,13/01/2020,13/01/2020 00:00,13/01/2020,,1496.0,0.0,0.0
1366,1366,F30782,251,E,4.0,28:15.0,14/01/2020,16/01/2020 00:00,13/02/2020,,3860.0,0.0,0.0
1367,1367,F30783,6396,E,2.0,33:36.0,14/01/2020,14/01/2020 00:00,14/01/2020,,1626.0,0.0,0.0
1368,1368,F30784,2357,E,2.0,55:33.0,14/01/2020,06/01/2020 00:00,14/01/2020,,9350.0,0.0,0.0
1369,1369,F30785,7011,E,3.0,09:15.0,14/01/2020,10/01/2020 00:00,14/01/2020,,3500.0,0.0,0.0
1370,1370,F30786,6547,E,2.0,22:18.0,14/01/2020,08/01/2020 00:00,14/01/2020,,813.88,0.0,0.0
1371,1371,F30787,6658,E,2.0,44:09.0,14/01/2020,14/01/2020 00:00,14/01/2020,,360.0,0.0,0.0
1372,1372,F30788,5926,E,2.0,47:05.0,14/01/2020,14/01/2020 00:00,14/01/2020,,1925.0,0.0,0.0
1373,1373,F30789,3926,E,1.0,44:28.0,14/01/2020,14/01/2020 00:00,13/02/2020,,1733.16,0.0,0.0
1374,1374,F30790,1339,E,1.0,46:27.0,14/01/2020,14/01/2020 00:00,13/02/2020,,6080.0,0.0,0.0
1375,1375,F30791,6848,E,2.0,55:39.0,14/01/2020,29/11/2019 00:00,14/01/2020,,1939.66,0.0,0.0
1376,1376,F30792,7015,E,2.0,59:38.0,14/01/2020,14/01/2020 00:00,14/01/2020,,350.0,0.0,0.0
1377,1377,F30793,6290,E,3.0,44:15.0,14/01/2020,14/01/2020 00:00,14/01/2020,,475.2125,0.0,0.0
1378,1378,F30794,5926,E,2.0,34:43.0,14/01/2020,14/01/2020 00:00,14/01/2020,,111.0,0.0,0.0
1379,1379,F30795,403,E,2.0,53:23.0,14/01/2020,14/01/2020 00:00,14/01/2020,,514.56,0.0,0.0
1380,1380,F30796,93,E,3.0,27:50.0,15/01/2020,13/01/2020 00:00,15/01/2020,,2562.0,0.0,0.0
1381,1381,F30797,4602,E,2.0,30:49.0,15/01/2020,15/01/2020 00:00,30/01/2020,,857.5,0.0,0.0
1382,1382,F30798,6902,E,2.0,28:29.0,15/01/2020,15/01/2020 00:00,15/01/2020,,240.0,0.0,0.0
1383,1383,F30799,6917,E,2.0,23:53.0,15/01/2020,02/12/2019 00:00,15/01/2020,,1150.0,0.0,0.0
1384,1384,F30800,6777,E,2.0,34:27.0,15/01/2020,15/01/2020 00:00,15/01/2020,,2880.0,0.0,0.0
1385,1385,F30801,5214,E,2.0,15:55.0,15/01/2020,15/01/2020 00:00,15/01/2020,,252.16,0.0,0.0
1386,1386,F30802,6901,E,2.0,38:29.0,15/01/2020,15/01/2020 00:00,15/01/2020,,144.84,0.0,0.0
1387,1387,F30803,5424,E,2.0,43:42.0,15/01/2020,15/01/2020 00:00,15/01/2020,,3052.0,0.0,0.0
1388,1388,F30804,4029,E,2.0,55:50.0,15/01/2020,15/01/2020 00:00,15/01/2020,,1789.6,0.0,0.0
