,Unnamed: 0,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
19,19,F29433,6016,C,2.0,54:36.0,05/09/2019,05/09/2019 00:00,05/09/2019,11/09/2019,280.0,0.0,0.0
20,20,F29434,5928,C,2.0,18:27.0,06/09/2019,06/09/2019 00:00,21/09/2019,06/09/2019,224.637,0.0,0.0
21,21,F29435,43,E,1.0,06:14.0,06/09/2019,06/09/2019 00:00,06/10/2019,,1196.6,0.0,0.0
22,22,F29436,1965,C,2.0,01:36.0,06/09/2019,06/09/2019 00:00,21/09/2019,12/09/2019,976.5,0.0,0.0
23,23,F29437,5926,E,2.0,51:40.0,06/09/2019,06/09/2019 00:00,06/09/2019,,224.64,0.0,0.0
24,24,F29438,5928,E,2.0,57:54.0,06/09/2019,06/09/2019 00:00,21/09/2019,,1282.327,0.0,0.0
25,25,F29439,4776,E,2.0,00:39.0,06/09/2019,06/09/2019 00:00,06/09/2019,,1964.0,0.0,0.0
26,26,F29440,4605,E,2.0,02:26.0,09/09/2019,09/09/2019 00:00,09/09/2019,,229.66,0.0,0.0
27,27,F29441,5926,C,2.0,52:59.0,09/09/2019,09/09/2019 00:00,09/09/2019,11/09/2019,1602.59,0.0,0.0
28,28,F29442,357,E,2.0,30:50.0,09/09/2019,09/09/2019 00:00,09/09/2019,,9586.0,479.3,0.0
29,29,F29443,6832,E,2.0,41:47.0,09/09/2019,09/09/2019 00:00,09/09/2019,,105.0,0.0,0.0
30,30,F29444,2765,E,3.0,46:57.0,09/09/2019,09/09/2019 00:00,09/09/2019,,1444.4,0.0,0.0
31,31,F29445,6278,E,2.0,59:33.0,09/09/2019,09/09/2019 00:00,09/09/2019,,258.62,0.0,0.0
32,32,F29446,3686,C,2.0,03:01.0,09/09/2019,09/09/2019 00:00,24/09/2019,13/09/2019,1724.137,0.0,0.0
33,33,F29447,5926,E,2.0,11:37.0,10/09/2019,10/09/2019 00:00,10/09/2019,,852.267,0.0,0.0
34,34,F29448,6833,E,2.0,25:34.0,10/09/2019,10/09/2019 00:00,10/09/2019,,517.241,0.0,0.0
35,35,F29449,5926,E,2.0,32:04.0,10/09/2019,10/09/2019 00:00,10/09/2019,,258.62,0.0,0.0
36,36,F29450,6813,E,2.0,55:27.0,10/09/2019,10/09/2019 00:00,10/09/2019,,2435.44,0.0,0.0
37,37,F29451,4029,E,2.0,08:03.0,10/09/2019,10/09/2019 00:00,10/09/2019,,760.57,0.0,0.0
38,38,F29452,6834,E,2.0,19:51.0,10/09/2019,10/09/2019 00:00,10/09/2019,,919.456,0.0,0.0
39,39,F29453,5926,E,2.0,37:23.0,10/09/2019,04/09/2019 00:00,10/09/2019,,112.1,0.0,0.0
40,40,F29454,5137,E,2.0,54:46.0,10/09/2019,10/09/2019 00:00,10/09/2019,,1432.83,0.0,0.0
41,41,F29455,6365,E,2.0,57:22.0,10/09/2019,10/09/2019 00:00,10/09/2019,,366.491,0.0,0.0
42,42,F29456,960,C,2.0,08:53.0,10/09/2019,10/09/2019 00:00,25/09/2019,10/09/2019,1059.87,0.0,0.0
43,43,F29457,960,C,2.0,14:49.0,10/09/2019,10/09/2019 00:00,25/09/2019,10/09/2019,1059.87,0.0,0.0
44,44,F29458,960,E,2.0,58:40.0,10/09/2019,10/09/2019 00:00,25/09/2019,,1059.87,0.0,0.0
45,45,F29459,6835,E,3.0,14:13.0,10/09/2019,10/09/2019 00:00,10/09/2019,,3691.7,0.0,0.0
46,46,F29460,4631,E,2.0,37:36.0,10/09/2019,10/09/2019 00:00,10/10/2019,,8700.0,1305.0,0.0
47,47,F29461,5928,E,2.0,46:22.0,10/09/2019,10/09/2019 00:00,25/09/2019,,360.344,0.0,0.0
49,49,F29463,925,C,1.0,12:13.0,10/09/2019,10/09/2019 00:00,09/11/2019,12/09/2019,1800.0,0.0,0.0
50,50,F29464,5739,E,1.0,13:34.0,11/09/2019,11/09/2019 00:00,10/11/2019,,17850.0,0.0,0.0
51,51,F29465,5437,E,2.0,50:09.0,11/09/2019,11/09/2019 00:00,11/09/2019,,858.35,0.0,0.0
52,52,F29466,6179,E,1.0,02:44.0,11/09/2019,11/09/2019 00:00,11/09/2019,,2623.8,0.0,0.0
53,53,F29467,3032,E,2.0,16:23.0,11/09/2019,11/09/2019 00:00,11/09/2019,,1044.76,0.0,0.0
54,54,F29468,6158,E,2.0,47:29.0,11/09/2019,11/09/2019 00:00,11/09/2019,,516.3,0.0,0.0
55,55,F29469,5953,E,2.0,19:45.0,11/09/2019,11/09/2019 00:00,11/09/2019,,258.66,0.0,0.0
56,56,F29470,125,E,2.0,38:24.0,11/09/2019,11/09/2019 00:00,11/09/2019,,500.0,0.0,0.0
57,57,F29471,6016,E,2.0,02:15.0,11/09/2019,11/09/2019 00:00,11/09/2019,,280.0,0.0,0.0
58,58,F29472,2385,E,5.0,33:39.0,11/09/2019,11/09/2019 00:00,11/10/2019,,1500.0,0.0,0.0
59,59,F29473,2385,E,5.0,52:52.0,11/09/2019,11/09/2019 00:00,11/10/2019,,24000.0,0.0,0.0
60,60,F29474,960,E,2.0,34:55.0,11/09/2019,11/09/2019 00:00,26/09/2019,,1059.89,0.0,0.0
61,61,F29475,6805,E,2.0,43:29.0,11/09/2019,11/09/2019 00:00,11/09/2019,,3253.4,0.0,0.0
62,62,F29476,6836,E,2.0,49:38.0,11/09/2019,11/09/2019 00:00,11/09/2019,,357.0,0.0,0.0
63,63,F29477,925,E,1.0,35:00.0,11/09/2019,11/09/2019 00:00,10/11/2019,,1800.0,0.0,0.0
64,64,F29478,4598,E,1.0,50:31.0,11/09/2019,11/09/2019 00:00,11/10/2019,,12213.0,0.0,0.0
65,65,F29479,1240,E,2.0,38:45.0,11/09/2019,11/09/2019 00:00,11/09/2019,,4135.0,0.0,0.0
66,66,F29480,5718,E,3.0,14:06.0,12/09/2019,12/09/2019 00:00,12/10/2019,,10264.95,0.0,0.0
67,67,F29481,4598,E,1.0,27:46.0,12/09/2019,12/09/2019 00:00,12/10/2019,,10327.1,0.0,0.0
68,68,F29482,5926,E,2.0,42:46.0,12/09/2019,12/09/2019 00:00,12/09/2019,,167.24,0.0,0.0
69,69,F29483,6829,E,2.0,02:17.0,12/09/2019,12/09/2019 00:00,12/09/2019,,474.27,0.0,0.0
70,70,F29484,5780,E,2.0,57:45.0,12/09/2019,12/09/2019 00:00,12/09/2019,,3616.555,0.0,0.0
71,71,F29485,1965,C,2.0,14:28.0,12/09/2019,12/09/2019 00:00,27/09/2019,12/09/2019,976.5,146.48,0.0
72,72,F29486,1965,E,2.0,25:52.0,12/09/2019,12/09/2019 00:00,27/09/2019,,976.5,146.48,0.0
73,73,F29487,4598,E,1.0,34:01.0,12/09/2019,12/09/2019 00:00,12/10/2019,,5856.0,0.0,0.0
74,74,F29488,6837,E,2.0,49:12.0,12/09/2019,12/09/2019 00:00,12/09/2019,,1502.4,0.0,0.0
75,75,F29489,4779,E,1.0,12:47.0,12/09/2019,12/09/2019 00:00,12/10/2019,,24408.0,0.0,0.0
76,76,F29490,5926,E,2.0,27:48.0,12/09/2019,12/09/2019 00:00,12/09/2019,,493.96,0.0,0.0
77,77,F29491,2576,E,2.0,38:10.0,12/09/2019,12/09/2019 00:00,27/09/2019,,1330.0,0.0,0.0
78,78,F29492,1020,E,2.0,50:21.0,12/09/2019,12/09/2019 00:00,12/10/2019,,262.94,0.0,0.0
79,79,F29493,1020,E,2.0,58:25.0,12/09/2019,12/09/2019 00:00,12/10/2019,,448.28,0.0,0.0
80,80,F29494,3143,E,2.0,13:47.0,12/09/2019,12/09/2019 00:00,12/09/2019,,103.448,0.0,0.0
81,81,F29495,6426,E,2.0,21:25.0,12/09/2019,12/09/2019 00:00,12/09/2019,,346.55,0.0,0.0
82,82,F29496,6016,E,2.0,30:44.0,12/09/2019,12/09/2019 00:00,12/09/2019,,241.3793,0.0,0.0
83,83,F29497,6831,E,2.0,12:07.0,12/09/2019,12/09/2019 00:00,12/09/2019,,7140.54,0.0,0.0
84,84,F29498,4889,E,3.0,21:28.0,12/09/2019,12/09/2019 00:00,12/09/2019,,605.69,0.0,0.0
85,85,F29499,6047,E,2.0,57:25.0,12/09/2019,12/09/2019 00:00,12/09/2019,,1218.8826,0.0,0.0
86,86,F29500,4563,C,2.0,05:27.0,13/09/2019,13/09/2019 00:00,13/09/2019,13/09/2019,4464.8,0.0,0.0
87,87,F29501,4563,E,2.0,35:37.0,13/09/2019,13/09/2019 00:00,13/09/2019,,4464.8,0.0,0.0
88,88,F29502,5485,C,3.0,10:36.0,13/09/2019,13/09/2019 00:00,13/09/2019,17/09/2019,252.156,0.0,0.0
89,89,F29503,6838,E,2.0,34:19.0,13/09/2019,13/09/2019 00:00,13/09/2019,,1025.45,0.0,0.0
90,90,F29504,2357,E,2.0,25:10.0,13/09/2019,13/09/2019 00:00,13/09/2019,,2989.04,0.0,0.0
91,91,F29505,6211,E,2.0,30:56.0,13/09/2019,13/09/2019 00:00,13/09/2019,,315.0,0.0,0.0
92,92,F29506,6547,E,2.0,50:04.0,13/09/2019,13/09/2019 00:00,13/09/2019,,466.8272,0.0,0.0
93,93,F29507,2385,E,4.0,01:27.0,13/09/2019,13/09/2019 00:00,13/10/2019,,1764.0956,0.0,0.0
94,94,F29508,3686,E,2.0,13:33.0,13/09/2019,13/09/2019 00:00,28/09/2019,,2730.73,0.0,0.0
95,95,F29509,5205,E,1.0,37:51.0,13/09/2019,13/09/2019 00:00,13/10/2019,,83873.0,0.0,0.0
96,96,F29510,6826,E,2.0,56:01.0,13/09/2019,13/09/2019 00:00,13/09/2019,,679.82,0.0,0.0
97,97,F29511,5926,E,2.0,10:13.0,17/09/2019,17/09/2019 00:00,17/09/2019,,783.15,0.0,0.0
98,98,F29512,6839,E,2.0,27:16.0,17/09/2019,17/09/2019 00:00,17/09/2019,,25075.6,0.0,0.0
99,99,F29513,6757,E,2.0,01:03.0,17/09/2019,17/09/2019 00:00,17/09/2019,,112733.7,0.0,0.0
100,100,F29514,6211,E,2.0,08:40.0,17/09/2019,17/09/2019 00:00,17/09/2019,,305.52,0.0,0.0
101,101,F29515,6805,E,2.0,58:56.0,17/09/2019,17/09/2019 00:00,17/09/2019,,144.0,0.0,0.0
102,102,F29516,5165,E,1.0,59:08.0,17/09/2019,17/09/2019 00:00,17/10/2019,,7700.0,0.0,0.0
103,103,F29517,5458,E,2.0,20:57.0,17/09/2019,17/09/2019 00:00,17/09/2019,,252.16,0.0,0.0
104,104,F29518,3926,E,1.0,33:25.0,17/09/2019,17/09/2019 00:00,17/10/2019,,1550.0,0.0,0.0
105,105,,5926,E,2.0,51:50.0,17/09/2019,17/09/2019 00:00,17/09/2019,,595.02,0.0,0.0
106,106,F29520,2740,E,2.0,35:13.0,17/09/2019,17/09/2019 00:00,17/09/2019,,1682.0,0.0,0.0
107,107,F29521,5926,E,2.0,52:23.0,17/09/2019,17/09/2019 00:00,17/09/2019,,1496.46,0.0,0.0
108,108,F29522,5926,E,2.0,32:02.0,17/09/2019,17/09/2019 00:00,17/09/2019,,1227.61,0.0,0.0
109,109,F29523,3341,E,2.0,12:58.0,17/09/2019,17/09/2019 00:00,17/09/2019,,226.8272,0.0,0.0
110,110,F29524,5926,E,2.0,24:40.0,17/09/2019,17/09/2019 00:00,17/09/2019,,2594.8272,0.0,0.0
111,111,F29525,5926,E,2.0,29:51.0,17/09/2019,10/09/2019 00:00,17/09/2019,,227.6,0.0,0.0
112,112,F29526,6369,E,2.0,16:56.0,18/09/2019,18/09/2019 00:00,18/09/2019,,4023.5,0.0,0.0
113,113,F29527,5598,E,2.0,55:33.0,18/09/2019,18/09/2019 00:00,18/09/2019,,3000.0,0.0,0.0
114,114,F29528,1125,C,,03:18.0,18/09/2019,18/09/2019 00:00,03/10/2019,18/09/2019,2697.0,0.0,0.0
115,115,F29529,6760,E,2.0,06:21.0,18/09/2019,18/09/2019 00:00,18/09/2019,,1228.5,0.0,0.0
116,116,F29530,1125,E,2.0,12:54.0,18/09/2019,18/09/2019 00:00,03/10/2019,,2697.0,0.0,0.0
117,117,F29531,5926,E,2.0,24:04.0,18/09/2019,18/09/2019 00:00,18/09/2019,,1215.54,0.0,0.0
118,118,F29532,4029,E,2.0,25:41.0,18/09/2019,06/09/2019 00:00,18/09/2019,,7784.48,0.0,0.0
120,120,F29534,537,E,2.0,45:39.0,18/09/2019,18/09/2019 00:00,03/10/2019,,7096.4237,0.0,0.0
121,121,F29535,6841,E,2.0,57:23.0,18/09/2019,18/09/2019 00:00,18/09/2019,,1487.87,0.0,0.0
122,122,F29536,5926,E,2.0,28:31.0,18/09/2019,18/09/2019 00:00,18/09/2019,,912.6484,0.0,0.0
123,123,F29537,43,E,1.0,50:41.0,18/09/2019,18/09/2019 00:00,18/10/2019,,37000.0,3700.0,0.0
124,124,F29538,941,E,4.0,08:08.0,18/09/2019,18/09/2019 00:00,18/10/2019,,2602.5,0.0,0.0
125,125,F29539,4802,E,2.0,50:46.0,18/09/2019,18/09/2019 00:00,18/09/2019,,1197.7495,0.0,0.0
126,126,F29540,5486,E,1.0,19:21.0,18/09/2019,18/09/2019 00:00,18/09/2019,,1050.0,0.0,0.0
127,127,F29541,5668,E,3.0,56:43.0,18/09/2019,18/09/2019 00:00,18/09/2019,,4118.62,0.0,0.0
128,128,F29542,417,E,2.0,00:36.0,18/09/2019,18/09/2019 00:00,03/10/2019,,6221.8,0.0,0.0
129,129,F29543,4635,E,2.0,32:19.0,18/09/2019,18/09/2019 00:00,18/10/2019,,6194.64,0.0,0.0
130,130,F29544,5926,E,2.0,10:43.0,19/09/2019,19/09/2019 00:00,19/09/2019,,5129.784,0.0,0.0
131,131,F29545,6054,E,2.0,43:29.0,19/09/2019,19/09/2019 00:00,19/09/2019,,20274.0,0.0,0.0
132,132,F29546,6481,E,2.0,33:44.0,19/09/2019,10/09/2019 00:00,19/09/2019,,1486.9,0.0,0.0
133,133,F29547,5826,E,2.0,52:33.0,19/09/2019,19/09/2019 00:00,04/10/2019,,385.0,0.0,0.0
134,134,F29548,6834,E,2.0,03:10.0,19/09/2019,19/09/2019 00:00,19/09/2019,,919.46,0.0,0.0
135,135,F29549,1965,E,2.0,14:09.0,19/09/2019,19/09/2019 00:00,04/10/2019,,1155.0,173.25,0.0
136,136,F29550,6842,E,2.0,38:08.0,19/09/2019,19/09/2019 00:00,19/09/2019,,852.27,0.0,0.0
137,137,F29551,6340,E,2.0,44:05.0,19/09/2019,19/09/2019 00:00,19/09/2019,,3194.64,0.0,0.0
138,138,F29552,6843,E,2.0,03:33.0,19/09/2019,19/09/2019 00:00,19/09/2019,,252.16,0.0,0.0
139,139,F29553,3930,E,4.0,16:04.0,19/09/2019,10/09/2019 00:00,19/10/2019,,48480.0,0.0,0.0
141,141,F29555,5114,E,2.0,38:26.0,19/09/2019,19/09/2019 00:00,19/09/2019,,232.8,0.0,0.0
142,142,F29556,5197,E,2.0,44:04.0,19/09/2019,19/09/2019 00:00,19/09/2019,,110.0,0.0,0.0
143,143,F29557,5046,E,2.0,28:02.0,19/09/2019,19/09/2019 00:00,19/09/2019,,252.16,0.0,0.0
145,145,F29559,5739,C,1.0,45:50.0,19/09/2019,19/09/2019 00:00,18/11/2019,02/10/2019,4410.0,0.0,0.0
146,146,F29560,4605,E,2.0,16:38.0,19/09/2019,19/09/2019 00:00,19/09/2019,,3112.99,0.0,0.0
147,147,F29561,6354,E,2.0,39:01.0,19/09/2019,19/09/2019 00:00,19/09/2019,,252.16,0.0,0.0
148,148,F29562,6800,E,2.0,48:36.0,19/09/2019,19/09/2019 00:00,19/09/2019,,252.16,0.0,0.0
149,149,F29563,87,E,2.0,02:52.0,19/09/2019,19/09/2019 00:00,04/10/2019,,249.05,0.0,0.0
150,150,F29564,941,E,4.0,09:20.0,19/09/2019,13/09/2019 00:00,19/10/2019,,1940.0,0.0,0.0
151,151,F29565,5926,E,3.0,00:06.0,19/09/2019,19/09/2019 00:00,19/09/2019,,3365.9,0.0,0.0
152,152,F29566,6844,E,2.0,51:07.0,19/09/2019,19/09/2019 00:00,19/09/2019,,43103.4482,0.0,0.0
153,153,F29567,5739,E,1.0,01:25.0,19/09/2019,19/09/2019 00:00,18/11/2019,,19000.0,0.0,0.0
154,154,F29568,5926,E,2.0,55:53.0,20/09/2019,20/09/2019 00:00,20/09/2019,,1939.92,0.0,0.0
155,155,F29569,728,E,1.0,30:55.0,20/09/2019,20/09/2019 00:00,19/11/2019,,3112.0,0.0,0.0
156,156,F29570,6842,C,2.0,20:53.0,20/09/2019,20/09/2019 00:00,20/09/2019,20/09/2019,568.11,0.0,0.0
157,157,F29571,6845,E,2.0,29:56.0,20/09/2019,20/09/2019 00:00,20/09/2019,,568.11,0.0,0.0
158,158,F29572,6547,E,2.0,35:23.0,20/09/2019,25/09/2019 00:00,20/09/2019,,841.34,0.0,0.0
160,160,F29574,1158,E,2.0,06:14.0,20/09/2019,20/09/2019 00:00,20/09/2019,,420.0,0.0,0.0
161,161,F29575,728,E,1.0,10:57.0,20/09/2019,20/09/2019 00:00,19/11/2019,,33499.2,5024.88,0.0
162,162,F29576,5968,E,1.0,16:18.0,20/09/2019,20/09/2019 00:00,20/10/2019,,5400.0,810.0,0.0
163,163,F29577,3032,E,2.0,25:01.0,20/09/2019,20/09/2019 00:00,20/09/2019,,720.0,0.0,0.0
164,164,F29578,5926,C,3.0,42:25.0,20/09/2019,20/09/2019 00:00,20/09/2019,30/09/2019,777.1,0.0,0.0
165,165,F29579,6153,E,2.0,50:45.0,20/09/2019,20/09/2019 00:00,20/09/2019,,193.99,0.0,0.0
166,166,F29580,5728,E,1.0,13:27.0,20/09/2019,05/09/2019 00:00,20/09/2019,,1540.65,0.0,0.0
167,167,F29581,112,E,1.0,35:19.0,20/09/2019,20/09/2019 00:00,20/09/2019,,2034.0,0.0,0.0
168,168,F29582,1478,E,1.0,12:12.0,20/09/2019,10/09/2019 00:00,20/10/2019,,4679.0,0.0,0.0
169,169,F29583,5926,E,2.0,23:43.0,20/09/2019,19/09/2019 00:00,20/09/2019,,120.0,0.0,0.0
170,170,F29584,5926,E,2.0,26:26.0,20/09/2019,19/09/2019 00:00,20/09/2019,,2371.35,0.0,0.0
171,171,F29585,5926,E,2.0,28:50.0,20/09/2019,19/09/2019 00:00,20/09/2019,,252.16,0.0,0.0
172,172,F29586,5930,E,4.0,45:31.0,20/09/2019,20/09/2019 00:00,24/11/2019,,14240.0,0.0,0.0
173,173,F29587,5926,E,2.0,03:23.0,20/09/2019,17/09/2019 00:00,20/09/2019,,142.26,0.0,0.0
174,174,F29588,5926,E,2.0,04:50.0,20/09/2019,18/09/2019 00:00,20/09/2019,,1700.0,0.0,0.0
175,175,F29589,5926,E,2.0,08:02.0,20/09/2019,18/09/2019 00:00,20/09/2019,,708.02,0.0,0.0
176,176,F29590,5926,E,2.0,09:14.0,20/09/2019,18/09/2019 00:00,20/09/2019,,111.0,0.0,0.0
177,177,F29591,5926,E,2.0,10:23.0,20/09/2019,18/09/2019 00:00,20/09/2019,,918.34,0.0,0.0
178,178,F29592,5926,E,2.0,11:37.0,20/09/2019,18/09/2019 00:00,20/09/2019,,102.42,0.0,0.0
179,179,F29593,4676,E,3.0,40:49.0,20/09/2019,20/09/2019 00:00,20/09/2019,,695.69,0.0,0.0
180,180,F29594,49,E,3.0,09:16.0,20/09/2019,19/09/2019 00:00,05/10/2019,,2900.0,0.0,0.0
181,181,F29595,6395,E,2.0,26:55.0,20/09/2019,20/09/2019 00:00,20/09/2019,,280.0,0.0,0.0
182,182,F29596,1852,E,2.0,54:09.0,20/09/2019,17/09/2019 00:00,05/10/2019,,7125.9,0.0,0.0
183,183,F29597,871,E,1.0,56:36.0,23/09/2019,23/09/2019 00:00,08/10/2019,,7300.0,0.0,0.0
184,184,F29598,6059,E,4.0,10:27.0,23/09/2019,23/09/2019 00:00,23/09/2019,,3426.75,0.0,0.0
185,185,F29599,1703,E,1.0,25:51.0,23/09/2019,06/09/2019 00:00,23/10/2019,,50994.0,0.0,0.0
186,186,F29600,1965,E,2.0,52:38.0,23/09/2019,23/09/2019 00:00,08/10/2019,,2790.5,418.58,0.0
187,187,F29601,989,E,2.0,43:41.0,23/09/2019,23/09/2019 00:00,08/10/2019,,2726.52,0.0,0.0
188,188,F29602,989,E,2.0,46:06.0,23/09/2019,23/09/2019 00:00,08/10/2019,,1363.26,0.0,0.0
189,189,F29603,3222,C,3.0,48:14.0,23/09/2019,23/09/2019 00:00,23/09/2019,23/09/2019,1363.26,0.0,0.0
190,190,F29604,5149,E,2.0,50:55.0,23/09/2019,23/09/2019 00:00,23/09/2019,,2726.52,0.0,0.0
191,191,F29605,3222,E,2.0,56:35.0,23/09/2019,23/09/2019 00:00,23/09/2019,,1363.26,0.0,0.0
192,192,F29606,6846,E,2.0,03:15.0,23/09/2019,23/09/2019 00:00,23/09/2019,,1282.33,0.0,0.0
193,193,F29607,161,C,4.0,35:48.0,23/09/2019,20/09/2019 00:00,23/10/2019,23/09/2019,1054.0,0.0,0.0
194,194,F29608,161,E,4.0,38:38.0,23/09/2019,20/09/2019 00:00,23/10/2019,,1054.0,0.0,0.0
195,195,F29609,6833,E,2.0,52:56.0,23/09/2019,23/09/2019 00:00,23/09/2019,,1080.02,0.0,0.0
196,196,F29610,4831,E,2.0,12:30.0,23/09/2019,23/09/2019 00:00,23/09/2019,,1540.0,0.0,0.0
197,197,F29611,5486,E,1.0,34:05.0,23/09/2019,23/09/2019 00:00,23/09/2019,,3175.0,0.0,0.0
199,199,F29613,664,C,2.0,45:05.0,23/09/2019,18/09/2019 00:00,08/10/2019,23/09/2019,4232.25,0.0,0.0
200,200,F29614,664,E,2.0,54:19.0,23/09/2019,25/09/2019 00:00,08/10/2019,,10463.01,0.0,0.0
201,201,F29615,664,C,2.0,56:43.0,23/09/2019,18/09/2019 00:00,08/10/2019,23/09/2019,4232.25,0.0,0.0
202,202,F29616,664,E,2.0,59:19.0,23/09/2019,18/09/2019 00:00,08/10/2019,,4232.25,0.0,0.0
203,203,F29617,4631,E,2.0,25:28.0,23/09/2019,23/09/2019 00:00,23/10/2019,,2900.0,435.0,0.0
204,204,F29618,4631,E,2.0,27:10.0,23/09/2019,23/09/2019 00:00,23/10/2019,,1450.0,217.5,0.0
205,205,F29619,6661,E,2.0,57:46.0,23/09/2019,13/09/2019 00:00,23/09/2019,,1627.5,0.0,0.0
206,206,F29620,4802,E,2.0,26:10.0,23/09/2019,09/09/2019 00:00,23/09/2019,,6186.3375,0.0,0.0
207,207,F29621,161,E,4.0,11:33.0,23/09/2019,,23/10/2019,,1230.0,0.0,0.0
208,208,F29622,6670,E,2.0,21:27.0,23/09/2019,23/09/2019 00:00,23/09/2019,,6492.0,0.0,0.0
209,209,F29623,6383,E,,44:41.0,24/09/2019,24/09/2019 00:00,24/09/2019,,2144.0,0.0,0.0
210,210,F29624,1125,E,,04:45.0,24/09/2019,24/09/2019 00:00,09/10/2019,,1319.0,0.0,0.0
211,211,F29625,6177,E,2.0,54:25.0,24/09/2019,24/09/2019 00:00,24/09/2019,,4135.7,0.0,0.0
212,212,F29626,6726,E,6.0,10:30.0,24/09/2019,23/09/2019 00:00,24/09/2019,,4700.0,0.0,0.0
213,213,F29627,6848,E,2.0,19:53.0,24/09/2019,24/09/2019 00:00,24/09/2019,,1900.0,0.0,0.0
214,214,F29628,4427,C,1.0,05:34.0,24/09/2019,24/09/2019 00:00,24/09/2019,24/09/2019,287.1,0.0,0.0
215,215,F29629,4427,E,2.0,28:53.0,24/09/2019,24/09/2019 00:00,24/09/2019,,287.1,0.0,0.0
216,216,F29630,357,E,2.0,46:36.0,24/09/2019,24/09/2019 00:00,24/09/2019,,3885.48,0.0,0.0
217,217,F29631,6849,E,4.0,52:37.0,24/09/2019,24/09/2019 00:00,24/09/2019,,36.0,0.0,0.0
218,218,F29632,5989,E,2.0,23:23.0,24/09/2019,24/09/2019 00:00,24/09/2019,,483.24,0.0,0.0
219,219,F29633,728,E,1.0,16:11.0,24/09/2019,24/09/2019 00:00,23/11/2019,,155913.0,23386.95,0.0
220,220,F29634,6850,E,2.0,31:07.0,24/09/2019,24/09/2019 00:00,24/09/2019,,364.0,0.0,0.0
221,221,F29635,5926,E,2.0,40:03.0,24/09/2019,23/09/2019 00:00,24/09/2019,,120.0,0.0,0.0
222,222,F29636,5926,E,2.0,41:24.0,24/09/2019,23/09/2019 00:00,24/09/2019,,36.21,0.0,0.0
223,223,F29637,5926,E,2.0,42:51.0,24/09/2019,23/09/2019 00:00,24/09/2019,,456.0,0.0,0.0
224,224,F29638,5926,E,2.0,53:36.0,24/09/2019,24/09/2019 00:00,24/09/2019,,682.5,0.0,0.0
225,225,F29639,251,C,5.0,09:58.0,25/09/2019,25/09/2019 00:00,25/10/2019,26/09/2019,1250.0,0.0,0.0
226,226,F29640,6851,E,2.0,10:44.0,25/09/2019,25/09/2019 00:00,25/09/2019,,172.5,0.0,0.0
